Creek,Position,Species,yDistance,xDistance,Height,Diameter,Mature,Height.Diameter
a,Pointbar,SM,0,0,56,2.73,0,20.51282051
a,Pointbar,SM,0,0,53.5,2.73,0,19.5970696
a,Pointbar,SM,0,0,50,2.29,0,21.83406114
a,Pointbar,SM,0,0,47,1.99,0,23.61809045
a,Pointbar,SM,0,0,45,2.75,0,16.36363636
a,Pointbar,SM,0,0,44,1.65,0,26.66666667
a,Pointbar,SM,0,0,40,2.21,0,18.09954751
a,Pointbar,SM,0,0,39,2.51,0,15.53784861
a,Pointbar,SM,0,0,38,1.95,0,19.48717949
a,Pointbar,SM,0,0,37,2.13,0,17.37089202
a,Pointbar,SM,0,0,35,1.99,0,17.5879397
a,Pointbar,SM,0,0,29,3.54,0,8.192090395
a,Pointbar,SM,0,0,27,2.78,0,9.712230216
a,Pointbar,SM,0,0,24,2.71,0,8.856088561
a,Pointbar,SM,0,0,24,2.39,0,10.041841
a,Pointbar,SM,0,0,21.5,1.64,0,13.1097561
a,Pointbar,SM,0,0,21,2.23,0,9.417040359
a,Pointbar,SM,0,0,20,2.84,0,7.042253521
a,Pointbar,SM,0,0,16.5,1.69,0,9.763313609
a,Pointbar,ST,0,0,54,3.65,1,14.79452055
a,Pointbar,ST,0,0,37,3.16,1,11.70886076
a,Pointbar,ST,0,0,53,2.39,1,22.17573222
a,Pointbar,ST,0,0,40,2.27,0,17.62114537
a,Pointbar,ST,0,0,47,2.16,1,21.75925926
a,Pointbar,ST,0,0,52,2.13,0,24.41314554
a,Pointbar,ST,0,0,54,2.12,0,25.47169811
a,Pointbar,ST,0,0,44,2.08,1,21.15384615
a,Pointbar,ST,0,0,35.5,2.08,0,17.06730769
a,Pointbar,ST,0,0,23,2.06,0,11.16504854
a,Pointbar,ST,0,0,53.5,2.06,1,25.97087379
a,Pointbar,ST,0,0,52,1.85,1,28.10810811
a,Pointbar,ST,0,0,38,1.83,0,20.76502732
a,Pointbar,ST,0,0,24,1.82,0,13.18681319
a,Pointbar,ST,0,0,41,1.78,0,23.03370787
a,Pointbar,ST,0,0,24,1.73,0,13.87283237
a,Pointbar,ST,0,0,23,1.72,0,13.37209302
a,Pointbar,ST,0,0,19,1.72,0,11.04651163
a,Pointbar,ST,0,0,36,1.65,0,21.81818182
a,Pointbar,ST,0,0,20,1.63,0,12.26993865
a,Pointbar,ST,0,0,17,1.61,0,10.55900621
a,Pointbar,ST,0,0,22.5,1.6,0,14.0625
a,Pointbar,ST,0,0,40,1.57,1,25.47770701
a,Pointbar,ST,0,0,21,1.57,0,13.37579618
a,Pointbar,ST,0,0,21,1.55,0,13.5483871
a,Pointbar,ST,0,0,38,1.5,0,25.33333333
a,Pointbar,ST,0,0,20,1.49,0,13.42281879
a,Pointbar,ST,0,0,19,1.49,0,12.75167785
a,Pointbar,ST,0,0,25.5,1.48,0,17.22972973
a,Pointbar,ST,0,0,12,1.36,0,8.823529412
a,Pointbar,ST,0,5,71,3.09,0,22.97734628
a,Pointbar,ST,0,5,67,2.95,1,22.71186441
a,Pointbar,ST,0,5,47,2.94,0,15.98639456
a,Pointbar,ST,0,5,78.5,2.82,1,27.83687943
a,Pointbar,ST,0,5,40,2.56,0,15.625
a,Pointbar,ST,0,5,40,2.54,0,15.7480315
a,Pointbar,ST,0,5,61,2.4,1,25.41666667
a,Pointbar,ST,0,5,75,2.39,1,31.38075314
a,Pointbar,ST,0,5,51,2.36,0,21.61016949
a,Pointbar,ST,0,5,60,2.36,1,25.42372881
a,Pointbar,ST,0,5,33,2.35,0,14.04255319
a,Pointbar,ST,0,5,51,2.27,0,22.46696035
a,Pointbar,ST,0,5,37,2.25,0,16.44444444
a,Pointbar,ST,0,5,37,2.21,1,16.74208145
a,Pointbar,ST,0,5,36,2.09,0,17.22488038
a,Pointbar,ST,0,5,39,2.05,0,19.02439024
a,Pointbar,ST,0,5,43,2.04,0,21.07843137
a,Pointbar,ST,0,5,52,2.02,0,25.74257426
a,Pointbar,ST,0,5,42,2.02,0,20.79207921
a,Pointbar,ST,0,5,37,1.94,0,19.07216495
a,Pointbar,ST,0,5,43,1.93,0,22.27979275
a,Pointbar,ST,0,5,51,1.92,0,26.5625
a,Pointbar,ST,0,5,27,1.89,0,14.28571429
a,Pointbar,ST,0,5,55,1.84,1,29.89130435
a,Pointbar,ST,0,5,35.5,1.8,1,19.72222222
a,Pointbar,ST,0,5,31,1.76,0,17.61363636
a,Pointbar,ST,0,5,52,1.74,1,29.88505747
a,Pointbar,ST,0,5,38,1.68,0,22.61904762
a,Pointbar,ST,0,5,36,1.64,0,21.95121951
a,Pointbar,ST,0,5,24,1.62,0,14.81481481
a,Pointbar,ST,0,5,8,1.62,0,4.938271605
a,Pointbar,ST,0,5,11,1.57,0,7.006369427
a,Pointbar,ST,0,5,10,1.49,0,6.711409396
a,Pointbar,ST,0,5,22,1.38,0,15.94202899
a,Pointbar,ST,0,5,24,1.35,0,17.77777778
a,Pointbar,ST,0,10,81,3.9,1,20.76923077
a,Pointbar,ST,0,10,36.5,3.6,0,10.13888889
a,Pointbar,ST,0,10,61,3.39,1,17.99410029
a,Pointbar,ST,0,10,68,3.35,1,20.29850746
a,Pointbar,ST,0,10,69,3.13,1,22.04472843
a,Pointbar,ST,0,10,44,3.06,1,14.37908497
a,Pointbar,ST,0,10,59,2.99,1,19.73244147
a,Pointbar,ST,0,10,61,2.98,0,20.46979866
a,Pointbar,ST,0,10,54,2.9,1,18.62068966
a,Pointbar,ST,0,10,57,2.81,0,20.28469751
a,Pointbar,ST,0,10,54.5,2.81,1,19.39501779
a,Pointbar,ST,0,10,67,2.6,1,25.76923077
a,Pointbar,ST,0,10,82,2.56,1,32.03125
a,Pointbar,ST,0,10,57,2.54,0,22.44094488
a,Pointbar,ST,0,10,70,2.52,1,27.77777778
a,Pointbar,ST,0,10,71.5,2.49,1,28.71485944
a,Pointbar,ST,0,10,40,2.46,0,16.2601626
a,Pointbar,ST,0,10,61,2.44,0,25
a,Pointbar,ST,0,10,59.5,2.41,0,24.68879668
a,Pointbar,ST,0,10,51.5,2.41,0,21.36929461
a,Pointbar,ST,0,10,41.5,2.41,0,17.21991701
a,Pointbar,ST,0,10,32,2.36,0,13.55932203
a,Pointbar,ST,0,10,52,2.33,0,22.31759657
a,Pointbar,ST,0,10,51,2.27,0,22.46696035
a,Pointbar,ST,0,10,13,1.99,0,6.532663317
a,Pointbar,ST,0,10,41,1.95,0,21.02564103
a,Pointbar,ST,0,10,30.5,1.9,1,16.05263158
a,Pointbar,ST,0,10,33,1.88,0,17.55319149
a,Pointbar,ST,0,10,33,1.77,0,18.6440678
a,Pointbar,ST,0,10,7,1.69,0,4.142011834
a,Pointbar,ST,0,10,23,1.58,0,14.55696203
a,Pointbar,ST,0,15,18,2.54,0,7.086614173
a,Pointbar,ST,0,15,35,2.53,0,13.83399209
a,Pointbar,ST,0,15,55,2.51,0,21.9123506
a,Pointbar,ST,0,15,41,2.41,0,17.01244813
a,Pointbar,ST,0,15,28.5,2.41,0,11.82572614
a,Pointbar,ST,0,15,29,2.33,0,12.44635193
a,Pointbar,ST,0,15,30,2.18,0,13.76146789
a,Pointbar,ST,0,15,50,2.15,0,23.25581395
a,Pointbar,ST,0,15,36,2.11,0,17.06161137
a,Pointbar,ST,0,15,46,2.03,0,22.66009852
a,Pointbar,ST,0,15,23,2.02,0,11.38613861
a,Pointbar,ST,0,15,32,1.99,0,16.08040201
a,Pointbar,ST,0,15,22,1.93,0,11.39896373
a,Pointbar,ST,0,15,30,1.91,0,15.70680628
a,Pointbar,ST,0,15,26,1.83,0,14.20765027
a,Pointbar,ST,0,15,27,1.8,0,15
a,Pointbar,ST,0,15,23,1.74,0,13.2183908
a,Pointbar,ST,0,15,21,1.72,0,12.20930233
a,Pointbar,ST,0,15,24,1.72,0,13.95348837
a,Pointbar,ST,0,15,11,1.68,0,6.547619048
a,Pointbar,ST,0,15,18,1.64,0,10.97560976
a,Pointbar,ST,0,15,24.5,1.63,0,15.03067485
a,Pointbar,ST,0,15,21,1.61,0,13.04347826
a,Pointbar,ST,0,15,24,1.58,0,15.18987342
a,Pointbar,ST,0,15,20,1.55,0,12.90322581
a,Pointbar,ST,0,15,22,1.47,0,14.96598639
a,Pointbar,ST,0,15,16,1.27,0,12.5984252
a,Pointbar,ST,0,15,13,1.24,0,10.48387097
a,Pointbar,ST,0,15,13,1.18,0,11.01694915
a,Pointbar,ST,0,15,12,0.97,0,12.37113402
a,Pointbar,SM,0,20,46,2.6,0,17.69230769
a,Pointbar,SM,0,20,44,1.97,0,22.33502538
a,Pointbar,SM,0,20,42,2.85,0,14.73684211
a,Pointbar,SM,0,20,36,2.24,0,16.07142857
a,Pointbar,SM,0,20,35,1.91,0,18.32460733
a,Pointbar,SM,0,20,32.5,2.36,0,13.77118644
a,Pointbar,SM,0,20,30,1.44,0,20.83333333
a,Pointbar,SM,0,20,28,1.12,0,25
a,Pointbar,SM,0,20,24,2.01,0,11.94029851
a,Pointbar,SM,0,20,24,1.95,0,12.30769231
a,Pointbar,SM,0,20,20,2.38,0,8.403361345
a,Pointbar,SM,0,20,20,2.18,0,9.174311927
a,Pointbar,SM,0,20,20,1.68,0,11.9047619
a,Pointbar,SM,0,20,18,1.51,0,11.9205298
a,Pointbar,SM,0,20,17,1.4,0,12.14285714
a,Pointbar,ST,0,20,53,3.54,1,14.97175141
a,Pointbar,ST,0,20,75,3.19,1,23.51097179
a,Pointbar,ST,0,20,74,3.12,1,23.71794872
a,Pointbar,ST,0,20,60,2.98,0,20.13422819
a,Pointbar,ST,0,20,82,2.9,1,28.27586207
a,Pointbar,ST,0,20,55,2.8,0,19.64285714
a,Pointbar,ST,0,20,58,2.76,1,21.01449275
a,Pointbar,ST,0,20,37,2.7,0,13.7037037
a,Pointbar,ST,0,20,77,2.6,1,29.61538462
a,Pointbar,ST,0,20,59,2.59,1,22.77992278
a,Pointbar,ST,0,20,43,2.57,0,16.73151751
a,Pointbar,ST,0,20,54.5,2.56,0,21.2890625
a,Pointbar,ST,0,20,38,2.5,1,15.2
a,Pointbar,ST,0,20,69,2.5,1,27.6
a,Pointbar,ST,0,20,44,2.33,0,18.88412017
a,Pointbar,ST,0,20,77,2.2,1,35
a,Pointbar,ST,0,20,37,2.2,0,16.81818182
a,Pointbar,ST,0,20,63,2.15,1,29.30232558
a,Pointbar,ST,0,20,36,2.15,0,16.74418605
a,Pointbar,ST,0,20,48,2.12,1,22.64150943
a,Pointbar,ST,0,20,35,2.08,0,16.82692308
a,Pointbar,ST,0,20,56,2.07,1,27.0531401
a,Pointbar,ST,0,20,44,2.06,0,21.3592233
a,Pointbar,ST,0,20,46,2.06,0,22.33009709
a,Pointbar,ST,0,20,43,1.96,0,21.93877551
a,Pointbar,ST,0,20,39,1.81,0,21.54696133
a,Pointbar,ST,0,20,44,1.73,0,25.43352601
a,Pointbar,ST,0,20,30,1.67,0,17.96407186
a,Pointbar,ST,0,20,7,1.48,0,4.72972973
a,Pointbar,ST,0,20,8,1.29,0,6.201550388
a,Pointbar,SM,0,25,38,2.26,0,16.81415929
a,Pointbar,SM,0,25,33,1.58,0,20.88607595
a,Pointbar,SM,0,25,30,1.93,0,15.54404145
a,Pointbar,SM,0,25,20,2.15,0,9.302325581
a,Pointbar,SM,0,25,13,1.52,0,8.552631579
a,Pointbar,SM,0,25,10,1.79,0,5.586592179
a,Pointbar,SM,0,25,10,1.47,0,6.802721088
a,Pointbar,ST,0,25,26,2.3,0,11.30434783
a,Pointbar,ST,0,25,51,2.08,1,24.51923077
a,Pointbar,ST,0,25,23,2,1,11.5
a,Pointbar,ST,0,25,28,1.94,0,14.43298969
a,Pointbar,ST,0,25,24,1.85,0,12.97297297
a,Pointbar,ST,0,25,48,1.85,0,25.94594595
a,Pointbar,ST,0,25,19,1.84,0,10.32608696
a,Pointbar,ST,0,25,36,1.83,1,19.67213115
a,Pointbar,ST,0,25,27,1.78,0,15.16853933
a,Pointbar,ST,0,25,36.5,1.75,1,20.85714286
a,Pointbar,ST,0,25,30,1.75,1,17.14285714
a,Pointbar,ST,0,25,53,1.73,1,30.63583815
a,Pointbar,ST,0,25,31,1.71,0,18.12865497
a,Pointbar,ST,0,25,22,1.69,0,13.01775148
a,Pointbar,ST,0,25,22,1.66,0,13.25301205
a,Pointbar,ST,0,25,28,1.66,1,16.86746988
a,Pointbar,ST,0,25,36,1.64,1,21.95121951
a,Pointbar,ST,0,25,37,1.63,1,22.6993865
a,Pointbar,ST,0,25,21,1.63,0,12.88343558
a,Pointbar,ST,0,25,36,1.62,0,22.22222222
a,Pointbar,ST,0,25,33.5,1.62,0,20.67901235
a,Pointbar,ST,0,25,36,1.62,1,22.22222222
a,Pointbar,ST,0,25,36,1.6,1,22.5
a,Pointbar,ST,0,25,24,1.53,0,15.68627451
a,Pointbar,ST,0,25,35,1.51,1,23.17880795
a,Pointbar,ST,0,25,24,1.5,0,16
a,Pointbar,ST,0,25,16.5,1.43,0,11.53846154
a,Pointbar,ST,0,25,31,1.37,1,22.62773723
a,Pointbar,ST,0,25,21,1.21,0,17.3553719
a,Pointbar,ST,0,25,14,1.16,0,12.06896552
a,Pointbar,ST,0,30,29,2.12,0,13.67924528
a,Pointbar,ST,0,30,26,2.09,0,12.44019139
a,Pointbar,ST,0,30,40,1.91,1,20.94240838
a,Pointbar,ST,0,30,42,1.84,1,22.82608696
a,Pointbar,ST,0,30,34,1.8,1,18.88888889
a,Pointbar,ST,0,30,32.5,1.77,0,18.36158192
a,Pointbar,ST,0,30,48,1.75,1,27.42857143
a,Pointbar,ST,0,30,28,1.75,1,16
a,Pointbar,ST,0,30,34,1.73,0,19.65317919
a,Pointbar,ST,0,30,42,1.7,0,24.70588235
a,Pointbar,ST,0,30,40,1.69,1,23.66863905
a,Pointbar,ST,0,30,28,1.68,0,16.66666667
a,Pointbar,ST,0,30,30,1.66,0,18.07228916
a,Pointbar,ST,0,30,32,1.64,1,19.51219512
a,Pointbar,ST,0,30,39,1.6,1,24.375
a,Pointbar,ST,0,30,45,1.56,1,28.84615385
a,Pointbar,ST,0,30,24,1.55,0,15.48387097
a,Pointbar,ST,0,30,41,1.54,1,26.62337662
a,Pointbar,ST,0,30,21,1.52,0,13.81578947
a,Pointbar,ST,0,30,34,1.52,0,22.36842105
a,Pointbar,ST,0,30,23,1.52,0,15.13157895
a,Pointbar,ST,0,30,34,1.52,1,22.36842105
a,Pointbar,ST,0,30,34,1.45,1,23.44827586
a,Pointbar,ST,0,30,15,1.45,0,10.34482759
a,Pointbar,ST,0,30,22.5,1.42,0,15.84507042
a,Pointbar,ST,0,30,24,1.4,0,17.14285714
a,Pointbar,ST,0,30,21.5,1.35,0,15.92592593
a,Pointbar,ST,0,30,25,1.28,0,19.53125
a,Pointbar,ST,0,30,18,1.27,0,14.17322835
a,Pointbar,ST,0,30,5,1.24,0,4.032258065
a,Pointbar,ST,0,30,18,1.2,0,15
a,Pointbar,SM,50,0,23.5,2.17,0,10.82949309
a,Pointbar,SM,50,0,23,1.8,0,12.77777778
a,Pointbar,SM,50,0,12,2.26,0,5.309734513
a,Pointbar,ST,50,0,92,4,1,23
a,Pointbar,ST,50,0,68.5,3.95,1,17.34177215
a,Pointbar,ST,50,0,83.5,3.42,1,24.41520468
a,Pointbar,ST,50,0,82,3.23,1,25.3869969
a,Pointbar,ST,50,0,61,3.17,1,19.24290221
a,Pointbar,ST,50,0,65,3.11,1,20.90032154
a,Pointbar,ST,50,0,51,3.09,0,16.50485437
a,Pointbar,ST,50,0,68.5,3.07,0,22.31270358
a,Pointbar,ST,50,0,62,3.02,1,20.52980132
a,Pointbar,ST,50,0,64,3,1,21.33333333
a,Pointbar,ST,50,0,62,2.99,1,20.73578595
a,Pointbar,ST,50,0,55,2.98,1,18.45637584
a,Pointbar,ST,50,0,65,2.96,1,21.95945946
a,Pointbar,ST,50,0,79.5,2.86,1,27.7972028
a,Pointbar,ST,50,0,62,2.83,1,21.90812721
a,Pointbar,ST,50,0,68,2.8,1,24.28571429
a,Pointbar,ST,50,0,55,2.79,1,19.71326165
a,Pointbar,ST,50,0,52,2.59,0,20.07722008
a,Pointbar,ST,50,0,51.5,2.51,0,20.51792829
a,Pointbar,ST,50,0,30,2.46,0,12.19512195
a,Pointbar,ST,50,0,59,2.45,0,24.08163265
a,Pointbar,ST,50,0,55,2.4,1,22.91666667
a,Pointbar,ST,50,0,35.5,2.38,0,14.91596639
a,Pointbar,ST,50,0,25,2.31,1,10.82251082
a,Pointbar,ST,50,0,27,2.27,0,11.89427313
a,Pointbar,ST,50,0,33,2.26,0,14.60176991
a,Pointbar,ST,50,0,23,2.21,0,10.40723982
a,Pointbar,ST,50,0,49,2.1,0,23.33333333
a,Pointbar,ST,50,0,26,2.06,1,12.62135922
a,Pointbar,ST,50,0,15,1.85,0,8.108108108
a,Pointbar,ST,50,5,39.5,2.2,1,17.95454545
a,Pointbar,ST,50,5,46.5,2.09,1,22.24880383
a,Pointbar,ST,50,5,54,2.07,1,26.08695652
a,Pointbar,ST,50,5,34,2.02,0,16.83168317
a,Pointbar,ST,50,5,45.5,2,1,22.75
a,Pointbar,ST,50,5,45,1.99,1,22.61306533
a,Pointbar,ST,50,5,46,1.95,1,23.58974359
a,Pointbar,ST,50,5,42,1.9,1,22.10526316
a,Pointbar,ST,50,5,41,1.87,1,21.92513369
a,Pointbar,ST,50,5,48.5,1.86,1,26.07526882
a,Pointbar,ST,50,5,30,1.85,0,16.21621622
a,Pointbar,ST,50,5,36,1.84,1,19.56521739
a,Pointbar,ST,50,5,47.5,1.84,1,25.81521739
a,Pointbar,ST,50,5,42,1.83,1,22.95081967
a,Pointbar,ST,50,5,35,1.766,0,19.81879955
a,Pointbar,ST,50,5,35.5,1.76,0,20.17045455
a,Pointbar,ST,50,5,41.5,1.75,1,23.71428571
a,Pointbar,ST,50,5,42,1.73,1,24.27745665
a,Pointbar,ST,50,5,36,1.69,0,21.30177515
a,Pointbar,ST,50,5,23.5,1.64,0,14.32926829
a,Pointbar,ST,50,5,37,1.61,1,22.98136646
a,Pointbar,ST,50,5,26,1.6,0,16.25
a,Pointbar,ST,50,5,12,1.58,0,7.594936709
a,Pointbar,ST,50,5,36.5,1.58,1,23.10126582
a,Pointbar,ST,50,5,40.5,1.52,0,26.64473684
a,Pointbar,ST,50,5,50,1.51,1,33.11258278
a,Pointbar,ST,50,5,31,1.45,1,21.37931034
a,Pointbar,ST,50,5,8.5,1.44,0,5.902777778
a,Pointbar,ST,50,5,31.5,1.29,0,24.41860465
a,Pointbar,ST,50,5,16,1.12,0,14.28571429
a,Pointbar,ST,50,10,54.5,3.12,1,17.46794872
a,Pointbar,ST,50,10,56,3.08,1,18.18181818
a,Pointbar,ST,50,10,59.5,2.98,1,19.96644295
a,Pointbar,ST,50,10,55.5,2.71,1,20.4797048
a,Pointbar,ST,50,10,38,2.64,1,14.39393939
a,Pointbar,ST,50,10,56,2.62,1,21.3740458
a,Pointbar,ST,50,10,46.5,2.57,1,18.09338521
a,Pointbar,ST,50,10,52.5,2.52,1,20.83333333
a,Pointbar,ST,50,10,53,2.51,1,21.11553785
a,Pointbar,ST,50,10,41.5,2.4,1,17.29166667
a,Pointbar,ST,50,10,49,2.38,1,20.58823529
a,Pointbar,ST,50,10,40,2.37,0,16.87763713
a,Pointbar,ST,50,10,50,2.24,1,22.32142857
a,Pointbar,ST,50,10,33,2.22,1,14.86486486
a,Pointbar,ST,50,10,28,2.09,0,13.39712919
a,Pointbar,ST,50,10,43,2.02,1,21.28712871
a,Pointbar,ST,50,10,47,1.98,1,23.73737374
a,Pointbar,ST,50,10,36,1.92,0,18.75
a,Pointbar,ST,50,10,34,1.88,1,18.08510638
a,Pointbar,ST,50,10,28.5,1.87,1,15.24064171
a,Pointbar,ST,50,10,35.5,1.85,1,19.18918919
a,Pointbar,ST,50,10,25.5,1.82,0,14.01098901
a,Pointbar,ST,50,10,34,1.8,0,18.88888889
a,Pointbar,ST,50,10,31.5,1.76,0,17.89772727
a,Pointbar,ST,50,10,26,1.71,0,15.20467836
a,Pointbar,ST,50,10,35.5,1.67,1,21.25748503
a,Pointbar,ST,50,10,23,1.62,0,14.19753086
a,Pointbar,ST,50,10,38,1.61,1,23.60248447
a,Pointbar,ST,50,10,38,1.59,1,23.89937107
a,Pointbar,ST,50,10,25,1.57,0,15.92356688
a,Pointbar,ST,50,10,26.5,1.51,0,17.54966887
a,Pointbar,ST,50,10,23,1.48,0,15.54054054
a,Pointbar,ST,50,10,24,1.44,0,16.66666667
a,Pointbar,ST,50,10,23,1.38,0,16.66666667
a,Pointbar,ST,50,10,28,1.34,1,20.89552239
a,Pointbar,ST,50,15,56.5,2.54,1,22.24409449
a,Pointbar,ST,50,15,41.5,2.41,1,17.21991701
a,Pointbar,ST,50,15,42,2.23,1,18.83408072
a,Pointbar,ST,50,15,32.5,2.13,1,15.25821596
a,Pointbar,ST,50,15,36,2.08,0,17.30769231
a,Pointbar,ST,50,15,29.5,1.98,1,14.8989899
a,Pointbar,ST,50,15,39,1.87,1,20.85561497
a,Pointbar,ST,50,15,22,1.75,0,12.57142857
a,Pointbar,ST,50,15,37.5,1.74,1,21.55172414
a,Pointbar,ST,50,15,27.5,1.73,0,15.89595376
a,Pointbar,ST,50,15,37,1.72,1,21.51162791
a,Pointbar,ST,50,15,25,1.72,0,14.53488372
a,Pointbar,ST,50,15,30,1.69,0,17.75147929
a,Pointbar,ST,50,15,31.5,1.69,0,18.63905325
a,Pointbar,ST,50,15,23.5,1.68,0,13.98809524
a,Pointbar,ST,50,15,38,1.68,1,22.61904762
a,Pointbar,ST,50,15,35,1.67,1,20.95808383
a,Pointbar,ST,50,15,38.5,1.65,1,23.33333333
a,Pointbar,ST,50,15,24,1.62,0,14.81481481
a,Pointbar,ST,50,15,24.5,1.62,0,15.12345679
a,Pointbar,ST,50,15,35,1.55,0,22.58064516
a,Pointbar,ST,50,15,32,1.54,0,20.77922078
a,Pointbar,ST,50,15,23,1.53,0,15.03267974
a,Pointbar,ST,50,15,20,1.51,0,13.24503311
a,Pointbar,ST,50,15,34,1.48,0,22.97297297
a,Pointbar,ST,50,15,34,1.45,1,23.44827586
a,Pointbar,ST,50,15,19,1.44,0,13.19444444
a,Pointbar,ST,50,15,34.5,1.43,1,24.12587413
a,Pointbar,ST,50,15,25,1.42,0,17.6056338
a,Pointbar,ST,50,15,29,1.36,0,21.32352941
a,Pointbar,ST,50,15,30.5,1.36,1,22.42647059
a,Pointbar,ST,50,15,31,1.29,0,24.03100775
a,Pointbar,ST,50,15,22,1.28,0,17.1875
a,Pointbar,ST,50,15,12.5,1.17,0,10.68376068
a,Pointbar,ST,50,15,17,1.11,0,15.31531532
a,Pointbar,ST,50,20,46,2.01,1,22.88557214
a,Pointbar,ST,50,20,34,2,1,17
a,Pointbar,ST,50,20,34,1.95,1,17.43589744
a,Pointbar,ST,50,20,31.5,1.88,0,16.75531915
a,Pointbar,ST,50,20,32,1.87,1,17.11229947
a,Pointbar,ST,50,20,23.5,1.86,0,12.6344086
a,Pointbar,ST,50,20,26,1.8,0,14.44444444
a,Pointbar,ST,50,20,28,1.7,1,16.47058824
a,Pointbar,ST,50,20,26,1.68,0,15.47619048
a,Pointbar,ST,50,20,32,1.65,1,19.39393939
a,Pointbar,ST,50,20,28,1.62,0,17.28395062
a,Pointbar,ST,50,20,28.5,1.62,1,17.59259259
a,Pointbar,ST,50,20,22,1.6,0,13.75
a,Pointbar,ST,50,20,21,1.6,0,13.125
a,Pointbar,ST,50,20,20,1.56,0,12.82051282
a,Pointbar,ST,50,20,30,1.52,1,19.73684211
a,Pointbar,ST,50,20,33,1.51,1,21.85430464
a,Pointbar,ST,50,20,22,1.51,0,14.56953642
a,Pointbar,ST,50,20,21,1.49,0,14.09395973
a,Pointbar,ST,50,20,31,1.47,0,21.08843537
a,Pointbar,ST,50,20,27.5,1.42,0,19.36619718
a,Pointbar,ST,50,20,27,1.41,0,19.14893617
a,Pointbar,ST,50,20,21,1.37,0,15.32846715
a,Pointbar,ST,50,20,25.5,1.37,0,18.61313869
a,Pointbar,ST,50,20,30,1.33,1,22.55639098
a,Pointbar,ST,50,20,7,1.3,0,5.384615385
a,Pointbar,ST,50,20,15,1.3,0,11.53846154
a,Pointbar,ST,50,20,28.5,1.29,1,22.09302326
a,Pointbar,ST,50,20,19,1.23,0,15.44715447
a,Pointbar,ST,50,20,8,1.03,0,7.766990291
a,Pointbar,ST,50,25,38,2.45,1,15.51020408
a,Pointbar,ST,50,25,41,2.4,1,17.08333333
a,Pointbar,ST,50,25,39.5,2.15,1,18.37209302
a,Pointbar,ST,50,25,35.5,1.95,1,18.20512821
a,Pointbar,ST,50,25,34,1.87,1,18.18181818
a,Pointbar,ST,50,25,28,1.85,0,15.13513514
a,Pointbar,ST,50,25,6,1.83,0,3.278688525
a,Pointbar,ST,50,25,32.5,1.81,1,17.9558011
a,Pointbar,ST,50,25,29,1.78,0,16.29213483
a,Pointbar,ST,50,25,30.5,1.76,1,17.32954545
a,Pointbar,ST,50,25,18.5,1.76,1,10.51136364
a,Pointbar,ST,50,25,23,1.7,0,13.52941176
a,Pointbar,ST,50,25,27,1.69,0,15.97633136
a,Pointbar,ST,50,25,21,1.66,0,12.65060241
a,Pointbar,ST,50,25,31,1.64,1,18.90243902
a,Pointbar,ST,50,25,29.5,1.63,1,18.09815951
a,Pointbar,ST,50,25,19,1.62,0,11.72839506
a,Pointbar,ST,50,25,21,1.58,0,13.29113924
a,Pointbar,ST,50,25,30,1.55,1,19.35483871
a,Pointbar,ST,50,25,26,1.41,0,18.43971631
a,Pointbar,ST,50,25,22,1.4,0,15.71428571
a,Pointbar,ST,50,25,23,1.39,0,16.54676259
a,Pointbar,ST,50,25,28,1.27,0,22.04724409
a,Pointbar,ST,50,25,25.5,1.27,1,20.07874016
a,Pointbar,ST,50,25,23,1.26,1,18.25396825
a,Pointbar,ST,50,25,20,1.22,0,16.39344262
a,Pointbar,ST,50,25,21,1.22,1,17.21311475
a,Pointbar,ST,50,25,22.5,1.21,1,18.59504132
a,Pointbar,ST,50,25,20,1.18,0,16.94915254
a,Pointbar,ST,50,25,16.5,1.17,0,14.1025641
a,Pointbar,ST,50,30,51.5,3.02,1,17.05298013
a,Pointbar,ST,50,30,35.5,2.19,1,16.21004566
a,Pointbar,ST,50,30,37.5,2.1,1,17.85714286
a,Pointbar,ST,50,30,36,2.07,1,17.39130435
a,Pointbar,ST,50,30,32,1.99,1,16.08040201
a,Pointbar,ST,50,30,37.5,1.99,1,18.84422111
a,Pointbar,ST,50,30,42,1.89,1,22.22222222
a,Pointbar,ST,50,30,36,1.87,1,19.2513369
a,Pointbar,ST,50,30,38,1.81,0,20.99447514
a,Pointbar,ST,50,30,26,1.8,0,14.44444444
a,Pointbar,ST,50,30,30.5,1.79,0,17.03910615
a,Pointbar,ST,50,30,29,1.74,0,16.66666667
a,Pointbar,ST,50,30,30,1.73,1,17.34104046
a,Pointbar,ST,50,30,31,1.72,1,18.02325581
a,Pointbar,ST,50,30,9,1.69,0,5.325443787
a,Pointbar,ST,50,30,31,1.66,1,18.6746988
a,Pointbar,ST,50,30,25,1.63,0,15.33742331
a,Pointbar,ST,50,30,39.5,1.6,1,24.6875
a,Pointbar,ST,50,30,26,1.53,0,16.99346405
a,Pointbar,ST,50,30,30,1.52,1,19.73684211
a,Pointbar,ST,50,30,30.5,1.48,1,20.60810811
a,Pointbar,ST,50,30,27,1.48,0,18.24324324
a,Pointbar,ST,50,30,21,1.46,0,14.38356164
a,Pointbar,ST,50,30,28,1.43,1,19.58041958
a,Pointbar,ST,50,30,16.5,1.41,1,11.70212766
a,Pointbar,ST,50,30,23,1.4,0,16.42857143
